Region,Region_Name,Period,Secondary Culture,Area (ha),Culture,Cultivation practices,Type of crop,Sowing method,Sowing method name,Variety Name,Variety type,Variety type name,Variety cycle,Cultivation conditions,Cultivation_condition,Cause of poor conditions,Quantity of seeds used (kg),Classified seed quantity (kg),Type of spacing,Type of irrigation,Type of irrigation name,Quantity of organic fertiliser (kg),Quantity of chemical fertiliser (kg),Quantity of plant protection product (L),Agricultural Equipment,Agricultural Equipment Name,Harvester used,Destination production,Destination production name,Technical support,Technical support name,Estimated production (tonnes),Number of growing days,Dry weight (g/m2) /1001,Humidity level/10 (%),Weight of rice without moisture (g/m2) /1000,Yield (T/Ha)
3,Diana,2,0,2.25,1,1,3,2,In-line transplanting,61,2,Local/traditional variety,2,3,Average,2,69,1,4,2,Motorised irrigation,94.5,200.25,2.25,2,Animal Drawn Equipment,1,3,Both,2,Seed Donation,9,121,0.0432,0.22,0.04310496,0.4310496
5,Vatovavy,1,0,0.67,1,1,1,4,Direct row sowing,61,2,Local/traditional variety,2,3,Average,2,55,1,1,3,Rain water irrigation,79.73,69.68,1.34,1,Manual Equipment,2,1,Sale,1,Financial aid,2.01,53,0.012864,0.14,0.01284599,0.128459904
2,Itasy,2,0,4.34,1,1,3,2,In-line transplanting,61,2,Local/traditional variety,2,4,Good,0,251,3,4,2,Motorised irrigation,642.32,217,17.36,2,Animal Drawn Equipment,1,2,Self-Consumption,3,Training,13.02,133,0.488684,0.13,0.488048711,4.880487108
2,Itasy,2,0,4.19,1,1,3,1,Random transplanting,61,2,Local/traditional variety,2,2,Poor,3,174,2,4,2,Motorised irrigation,561.46,263.97,12.57,3,Motorized Equipment,1,2,Self-Consumption,1,Financial aid,20.95,142,0.471794,0.17,0.47099195,4.709919502
1,Bongolava,2,0,6.01,1,1,2,4,Direct row sowing,61,2,Local/traditional variety,2,5,Very Good,0,497,5,2,1,Gravity irrigation,150.25,174.29,18.03,3,Motorized Equipment,1,2,Self-Consumption,0,None,24.04,107,0.676726,0.14,0.675778584,6.757785836
4,Boeny,1,0,0.23,1,1,1,3,Broadcast sowing,61,2,Local/traditional variety,2,3,Average,2,7,1,4,3,Rain water irrigation,14.49,15.18,1.84,1,Manual Equipment,2,1,Sale,2,Seed Donation,0.92,56,0.04416,0.18,0.044080512,0.44080512
1,Bongolava,2,0,5.8,1,1,3,3,Broadcast sowing,61,2,Local/traditional variety,2,5,Very Good,0,241,3,3,2,Motorised irrigation,707.6,609,46.4,3,Motorized Equipment,1,2,Self-Consumption,4,Support/Advice,17.4,124,0.65308,0.1,0.65242692,6.5242692
4,Boeny,1,0,0.38,1,1,1,3,Broadcast sowing,61,2,Local/traditional variety,2,1,Very poor,3,10,1,4,3,Rain water irrigation,56.62,34.58,1.9,1,Manual Equipment,2,1,Sale,2,Seed Donation,1.52,63,0.07296,0.11,0.072879744,0.72879744
2,Itasy,2,0,4.22,1,1,3,1,Random transplanting,61,2,Local/traditional variety,2,3,Average,3,157,2,4,2,Motorised irrigation,333.38,105.5,29.54,2,Animal Drawn Equipment,1,2,Self-Consumption,5,Vulgarisation,21.1,173,0.475172,0.18,0.47431669,4.743166904
1,Bongolava,2,0,2.06,1,1,2,3,Broadcast sowing,61,2,Local/traditional variety,2,2,Poor,2,58,1,3,1,Gravity irrigation,269.86,55.62,14.42,2,Animal Drawn Equipment,1,2,Self-Consumption,3,Training,10.3,184,0.039552,0.11,0.039508493,0.395084928
5,Vatovavy,1,0,0.85,1,1,1,1,Random transplanting,61,2,Local/traditional variety,2,2,Poor,2,27,1,3,3,Rain water irrigation,102,83.3,7.65,1,Manual Equipment,2,1,Sale,1,Financial aid,2.55,87,0.01632,0.2,0.01628736,0.1628736
3,Diana,2,0,2.15,1,1,3,2,In-line transplanting,61,2,Local/traditional variety,2,1,Very poor,2,80,1,4,2,Motorised irrigation,301,129,2.15,2,Animal Drawn Equipment,1,2,Self-Consumption,3,Training,8.6,197,0.04128,0.36,0.041131392,0.41131392
4,Boeny,1,0,0.55,1,1,1,1,Random transplanting,61,2,Local/traditional variety,2,3,Average,2,14,1,3,3,Rain water irrigation,36.3,26.4,1.65,1,Manual Equipment,2,1,Sale,2,Seed Donation,1.65,55,0.01056,0.15,0.01054416,0.1054416
3,Diana,2,0,2.82,1,1,2,2,In-line transplanting,61,2,Local/traditional variety,2,3,Average,2,110,2,4,1,Gravity irrigation,239.7,33.84,11.28,2,Animal Drawn Equipment,1,2,Self-Consumption,1,Financial aid,8.46,137,0.317532,0.11,0.317182715,3.171827148
3,Diana,2,0,2.72,1,1,3,1,Random transplanting,61,2,Local/traditional variety,2,2,Poor,2,128,2,3,1,Gravity irrigation,386.24,108.8,2.72,2,Animal Drawn Equipment,1,3,Both,2,Seed Donation,8.16,146,0.306272,0.18,0.30572071,3.057207104
1,Bongolava,2,0,4.88,1,1,3,1,Random transplanting,61,2,Local/traditional variety,2,2,Poor,3,142,2,4,2,Motorised irrigation,605.12,326.96,24.4,3,Motorized Equipment,1,2,Self-Consumption,2,Seed Donation,19.52,121,0.549488,0.13,0.548773666,5.487736656
3,Diana,2,0,2.98,1,1,2,4,Direct row sowing,61,2,Local/traditional variety,2,2,Poor,2,253,3,2,2,Motorised irrigation,381.44,32.78,11.92,2,Animal Drawn Equipment,1,3,Both,4,Support/Advice,14.9,145,0.335548,0.18,0.334944014,3.349440136
5,Vatovavy,1,0,0.55,1,1,1,2,In-line transplanting,61,2,Local/traditional variety,2,1,Very poor,3,23,1,4,3,Rain water irrigation,22.55,36.85,0.55,1,Manual Equipment,2,1,Sale,2,Seed Donation,1.65,63,0.01056,0.15,0.01054416,0.1054416
3,Diana,2,0,1.65,1,1,2,3,Broadcast sowing,61,2,Local/traditional variety,2,2,Poor,2,68,1,4,1,Gravity irrigation,174.9,140.25,3.3,2,Animal Drawn Equipment,1,2,Self-Consumption,1,Financial aid,6.6,117,0.03168,0.12,0.031641984,0.31641984
1,Bongolava,2,0,1.16,1,1,3,4,Direct row sowing,61,2,Local/traditional variety,2,4,Good,0,113,2,1,1,Gravity irrigation,49.88,109.04,10.44,2,Animal Drawn Equipment,1,2,Self-Consumption,2,Seed Donation,4.64,114,0.022272,0.15,0.022238592,0.22238592
5,Vatovavy,1,0,0.39,1,1,1,2,In-line transplanting,61,2,Local/traditional variety,2,2,Poor,3,9,1,3,3,Rain water irrigation,44.07,12.87,0.39,1,Manual Equipment,2,1,Sale,1,Financial aid,1.17,61,0.07488,0.23,0.074707776,0.74707776
2,Itasy,2,0,1.31,1,1,3,2,In-line transplanting,61,2,Local/traditional variety,2,4,Good,0,52,1,3,2,Motorised irrigation,17.03,19.65,11.79,2,Animal Drawn Equipment,1,3,Both,2,Seed Donation,5.24,152,0.025152,0.11,0.025124333,0.251243328
3,Diana,2,0,2.34,1,1,3,4,Direct row sowing,61,2,Local/traditional variety,2,1,Very poor,3,167,2,2,1,Gravity irrigation,149.76,7.02,18.72,2,Animal Drawn Equipment,1,3,Both,1,Financial aid,7.02,84,0.044928,0.23,0.044824666,0.448246656
1,Bongolava,2,0,3.87,1,1,3,3,Broadcast sowing,61,2,Local/traditional variety,2,2,Poor,3,121,2,3,2,Motorised irrigation,216.72,421.83,15.48,2,Animal Drawn Equipment,1,2,Self-Consumption,3,Training,11.61,102,0.435762,0.21,0.4348469,4.348468998
2,Itasy,2,0,3.26,1,1,3,3,Broadcast sowing,61,2,Local/traditional variety,2,2,Poor,2,66,1,4,1,Gravity irrigation,270.58,35.86,9.78,2,Animal Drawn Equipment,1,3,Both,5,Vulgarisation,9.78,167,0.367076,0.11,0.366672216,3.666722164
2,Itasy,2,0,3.08,1,1,3,3,Broadcast sowing,61,2,Local/traditional variety,2,2,Poor,3,94,1,4,2,Motorised irrigation,221.76,317.24,27.72,2,Animal Drawn Equipment,1,2,Self-Consumption,1,Financial aid,12.32,148,0.346808,0.36,0.345559491,3.455594912
4,Boeny,1,0,0.53,1,1,1,1,Random transplanting,61,2,Local/traditional variety,2,2,Poor,3,30,1,3,3,Rain water irrigation,18.55,51.94,4.77,1,Manual Equipment,2,1,Sale,1,Financial aid,2.12,24,0.010176,0.18,0.010157683,0.101576832
5,Vatovavy,1,0,0.91,1,1,1,3,Broadcast sowing,61,2,Local/traditional variety,2,2,Poor,2,28,1,4,3,Rain water irrigation,12.74,63.7,6.37,1,Manual Equipment,2,3,Both,1,Financial aid,2.73,33,0.017472,0.19,0.017438803,0.174388032
3,Diana,2,0,1.56,1,1,3,2,In-line transplanting,61,2,Local/traditional variety,2,1,Very poor,2,43,1,4,1,Gravity irrigation,230.88,157.56,9.36,2,Animal Drawn Equipment,1,2,Self-Consumption,2,Seed Donation,7.8,168,0.029952,0.11,0.029919053,0.299190528
1,Bongolava,2,0,5.71,1,1,2,2,In-line transplanting,61,2,Local/traditional variety,2,3,Average,2,269,3,4,1,Gravity irrigation,479.64,154.17,28.55,2,Animal Drawn Equipment,1,2,Self-Consumption,5,Vulgarisation,22.84,188,0.642946,0.1,0.642303054,6.42303054
4,Boeny,1,0,0.59,1,1,1,1,Random transplanting,61,2,Local/traditional variety,2,3,Average,3,33,1,3,3,Rain water irrigation,24.19,40.71,1.18,1,Manual Equipment,2,1,Sale,2,Seed Donation,1.77,77,0.011328,0.23,0.011301946,0.113019456
5,Vatovavy,1,0,0.67,1,1,1,4,Direct row sowing,61,2,Local/traditional variety,2,1,Very poor,2,50,1,2,3,Rain water irrigation,19.43,7.37,6.7,1,Manual Equipment,2,1,Sale,2,Seed Donation,2.68,53,0.012864,0.17,0.012842131,0.128421312
4,Boeny,1,0,0.85,1,1,1,3,Broadcast sowing,61,2,Local/traditional variety,2,2,Poor,3,45,1,3,3,Rain water irrigation,41.65,79.05,6.8,1,Manual Equipment,2,1,Sale,1,Financial aid,2.55,79,0.01632,0.12,0.016300416,0.16300416
5,Vatovavy,1,0,0.14,1,1,1,1,Random transplanting,61,2,Local/traditional variety,2,3,Average,3,4,1,3,3,Rain water irrigation,14,2.24,1.4,1,Manual Equipment,2,1,Sale,2,Seed Donation,0.42,54,0.02688,0.18,0.026831616,0.26831616
5,Vatovavy,1,0,0.13,1,1,1,2,In-line transplanting,61,2,Local/traditional variety,2,1,Very poor,3,7,1,4,3,Rain water irrigation,1.43,11.18,1.3,1,Manual Equipment,2,1,Sale,2,Seed Donation,0.39,82,0.02496,0.15,0.02492256,0.2492256
3,Diana,2,0,2.1,1,1,3,1,Random transplanting,61,2,Local/traditional variety,2,3,Average,3,107,2,4,1,Gravity irrigation,46.2,52.5,6.3,2,Animal Drawn Equipment,1,2,Self-Consumption,3,Training,10.5,169,0.04032,0.14,0.040263552,0.40263552
5,Vatovavy,1,0,0.12,1,1,1,1,Random transplanting,61,2,Local/traditional variety,2,3,Average,2,7,1,3,3,Rain water irrigation,2.16,9.48,0.12,1,Manual Equipment,2,1,Sale,2,Seed Donation,0.48,59,0.02304,0.1,0.02301696,0.2301696
4,Boeny,1,0,0.76,1,1,1,4,Direct row sowing,61,2,Local/traditional variety,2,3,Average,2,71,1,2,3,Rain water irrigation,88.16,17.48,3.04,1,Manual Equipment,2,1,Sale,2,Seed Donation,3.04,76,0.014592,0.19,0.014564275,0.145642752
5,Vatovavy,1,0,0.9,1,1,1,3,Broadcast sowing,61,2,Local/traditional variety,2,2,Poor,3,24,1,4,3,Rain water irrigation,59.4,91.8,0.9,1,Manual Equipment,2,2,Self-Consumption,1,Financial aid,4.5,24,0.01728,0.12,0.017259264,0.17259264
3,Diana,2,0,2.55,1,1,3,3,Broadcast sowing,61,2,Local/traditional variety,2,2,Poor,3,63,1,3,2,Motorised irrigation,331.5,43.35,22.95,2,Animal Drawn Equipment,1,3,Both,4,Support/Advice,12.75,118,0.28713,0.12,0.286785444,2.86785444
3,Diana,2,0,2.92,1,1,2,3,Broadcast sowing,61,2,Local/traditional variety,2,3,Average,3,98,1,3,2,Motorised irrigation,292,52.56,20.44,2,Animal Drawn Equipment,1,3,Both,2,Seed Donation,14.6,151,0.328792,0.23,0.328035778,3.280357784
4,Boeny,1,0,0.11,1,1,1,2,In-line transplanting,61,2,Local/traditional variety,2,1,Very poor,2,3,1,3,3,Rain water irrigation,9.68,7.37,0.55,1,Manual Equipment,2,1,Sale,1,Financial aid,0.33,76,0.02112,0.36,0.021043968,0.21043968
2,Itasy,2,0,3.78,1,1,2,2,In-line transplanting,61,2,Local/traditional variety,2,5,Very Good,0,126,2,3,1,Gravity irrigation,223.02,336.42,37.8,2,Animal Drawn Equipment,1,2,Self-Consumption,1,Financial aid,15.12,196,0.425628,0.1,0.425202372,4.25202372
2,Itasy,2,0,4.33,1,1,3,1,Random transplanting,61,2,Local/traditional variety,2,2,Poor,2,88,1,3,2,Motorised irrigation,190.52,125.57,4.33,3,Motorized Equipment,1,2,Self-Consumption,3,Training,12.99,124,0.487558,0.17,0.486729151,4.867291514
5,Vatovavy,1,0,0.69,1,1,1,3,Broadcast sowing,61,2,Local/traditional variety,2,2,Poor,3,38,1,4,3,Rain water irrigation,50.37,60.03,3.45,1,Manual Equipment,2,1,Sale,2,Seed Donation,2.76,69,0.013248,0.18,0.013224154,0.132241536
1,Bongolava,2,0,1.77,1,1,2,2,In-line transplanting,61,2,Local/traditional variety,2,5,Very Good,0,43,1,3,2,Motorised irrigation,214.17,72.57,15.93,2,Animal Drawn Equipment,1,3,Both,1,Financial aid,7.08,134,0.033984,0.18,0.033922829,0.339228288
5,Vatovavy,1,0,0.67,1,1,1,4,Direct row sowing,61,2,Local/traditional variety,2,1,Very poor,2,49,1,1,3,Rain water irrigation,67.67,46.23,4.02,1,Manual Equipment,2,1,Sale,1,Financial aid,3.35,44,0.012864,0.18,0.012840845,0.128408448
4,Boeny,1,0,0.23,1,1,1,4,Direct row sowing,61,2,Local/traditional variety,2,1,Very poor,2,17,1,1,3,Rain water irrigation,12.42,7.36,1.84,1,Manual Equipment,2,1,Sale,1,Financial aid,1.15,34,0.04416,0.23,0.044058432,0.44058432
4,Boeny,1,0,0.3,1,1,1,3,Broadcast sowing,61,2,Local/traditional variety,2,2,Poor,2,10,1,4,3,Rain water irrigation,19.2,6.9,2.4,1,Manual Equipment,2,1,Sale,1,Financial aid,1.5,62,0.0576,0.22,0.05747328,0.5747328
4,Boeny,1,0,0.4,1,1,1,4,Direct row sowing,61,2,Local/traditional variety,2,3,Average,2,29,1,1,3,Rain water irrigation,21.2,38.4,1.2,1,Manual Equipment,2,1,Sale,1,Financial aid,1.2,81,0.0768,0.22,0.07663104,0.7663104
4,Boeny,1,0,0.35,1,1,1,1,Random transplanting,61,2,Local/traditional variety,2,3,Average,2,17,1,4,3,Rain water irrigation,14.35,35,1.4,1,Manual Equipment,2,1,Sale,1,Financial aid,1.75,61,0.0672,0.15,0.0670992,0.670992
4,Boeny,1,0,0.23,1,1,1,4,Direct row sowing,61,2,Local/traditional variety,2,2,Poor,2,19,1,1,3,Rain water irrigation,2.53,22.77,1.38,1,Manual Equipment,2,1,Sale,2,Seed Donation,1.15,57,0.04416,0.12,0.044107008,0.44107008
3,Diana,2,0,2.05,1,1,2,2,In-line transplanting,61,2,Local/traditional variety,2,3,Average,2,112,2,4,2,Motorised irrigation,299.3,96.35,2.05,2,Animal Drawn Equipment,1,2,Self-Consumption,1,Financial aid,6.15,198,0.03936,0.12,0.039312768,0.39312768
2,Itasy,2,0,3.92,1,1,3,1,Random transplanting,61,2,Local/traditional variety,2,3,Average,3,206,3,4,1,Gravity irrigation,505.68,117.6,11.76,2,Animal Drawn Equipment,1,2,Self-Consumption,3,Training,11.76,92,0.441392,0.23,0.440376798,4.403767984
4,Boeny,1,0,0.12,1,1,1,1,Random transplanting,61,2,Local/traditional variety,2,2,Poor,3,3,1,3,3,Rain water irrigation,4.8,5.76,0.12,1,Manual Equipment,2,1,Sale,1,Financial aid,0.48,87,0.02304,0.21,0.022991616,0.22991616
1,Bongolava,2,0,1.38,1,1,2,2,In-line transplanting,61,2,Local/traditional variety,2,2,Poor,2,52,1,4,1,Gravity irrigation,70.38,100.74,6.9,2,Animal Drawn Equipment,1,3,Both,2,Seed Donation,4.14,183,0.026496,0.22,0.026437709,0.264377088
1,Bongolava,2,0,2.55,1,1,2,2,In-line transplanting,61,2,Local/traditional variety,2,3,Average,2,129,2,4,2,Motorised irrigation,364.65,119.85,5.1,2,Animal Drawn Equipment,1,2,Self-Consumption,2,Seed Donation,10.2,82,0.28713,0.18,0.286613166,2.86613166
1,Bongolava,2,0,5.18,1,1,2,4,Direct row sowing,61,2,Local/traditional variety,2,3,Average,2,376,4,1,1,Gravity irrigation,492.1,269.36,25.9,3,Motorized Equipment,1,2,Self-Consumption,3,Training,25.9,149,0.583268,0.16,0.582334771,5.823347712
1,Bongolava,2,0,1.15,1,1,2,1,Random transplanting,61,2,Local/traditional variety,2,2,Poor,2,55,1,3,1,Gravity irrigation,115,88.55,8.05,2,Animal Drawn Equipment,1,2,Self-Consumption,2,Seed Donation,5.75,117,0.02208,0.22,0.022031424,0.22031424
3,Diana,2,0,1.83,1,1,3,4,Direct row sowing,61,2,Local/traditional variety,2,2,Poor,3,161,2,2,2,Motorised irrigation,139.08,199.47,14.64,2,Animal Drawn Equipment,1,2,Self-Consumption,2,Seed Donation,9.15,195,0.035136,0.18,0.035072755,0.350727552
1,Bongolava,2,0,3.75,1,1,2,2,In-line transplanting,61,2,Local/traditional variety,2,5,Very Good,0,205,3,3,2,Motorised irrigation,183.75,131.25,30,2,Animal Drawn Equipment,1,2,Self-Consumption,1,Financial aid,11.25,193,0.42225,0.21,0.421363275,4.21363275
4,Boeny,1,0,0.28,1,1,1,1,Random transplanting,61,2,Local/traditional variety,2,3,Average,3,15,1,3,3,Rain water irrigation,5.88,25.48,1.4,1,Manual Equipment,2,1,Sale,1,Financial aid,0.84,42,0.05376,0.18,0.053663232,0.53663232
5,Vatovavy,1,0,0.36,1,1,1,2,In-line transplanting,61,2,Local/traditional variety,2,3,Average,3,8,1,3,3,Rain water irrigation,32.76,17.64,3.24,1,Manual Equipment,2,1,Sale,1,Financial aid,1.44,57,0.06912,0.19,0.068988672,0.68988672
1,Bongolava,2,0,2.09,1,1,3,3,Broadcast sowing,61,2,Local/traditional variety,2,2,Poor,2,97,1,4,1,Gravity irrigation,309.32,163.02,20.9,2,Animal Drawn Equipment,1,3,Both,1,Financial aid,10.45,200,0.040128,0.17,0.040059782,0.400597824
3,Diana,2,0,1.56,1,1,2,3,Broadcast sowing,61,2,Local/traditional variety,2,3,Average,3,54,1,3,2,Motorised irrigation,20.28,56.16,7.8,2,Animal Drawn Equipment,1,2,Self-Consumption,1,Financial aid,4.68,105,0.029952,0.19,0.029895091,0.298950912
3,Diana,2,0,3.85,1,1,3,4,Direct row sowing,61,2,Local/traditional variety,2,2,Poor,3,284,3,2,2,Motorised irrigation,342.65,15.4,19.25,2,Animal Drawn Equipment,1,2,Self-Consumption,3,Training,19.25,160,0.43351,0.1,0.43307649,4.3307649
1,Bongolava,2,0,3.12,1,1,3,1,Random transplanting,61,2,Local/traditional variety,2,4,Good,0,140,2,3,1,Gravity irrigation,59.28,218.4,31.2,2,Animal Drawn Equipment,1,3,Both,1,Financial aid,12.48,160,0.351312,0.14,0.350820163,3.508201632
5,Vatovavy,1,0,0.87,1,1,1,3,Broadcast sowing,61,2,Local/traditional variety,2,3,Average,3,24,1,3,3,Rain water irrigation,62.64,65.25,6.96,1,Manual Equipment,2,1,Sale,2,Seed Donation,2.61,41,0.016704,0.18,0.016673933,0.166739328
1,Bongolava,2,0,6.23,1,1,2,3,Broadcast sowing,61,2,Local/traditional variety,2,4,Good,0,139,2,3,2,Motorised irrigation,417.41,6.23,12.46,3,Motorized Equipment,1,2,Self-Consumption,0,None,31.15,105,0.701498,0.13,0.700586053,7.005860526
3,Diana,2,0,2.22,1,1,3,4,Direct row sowing,61,2,Local/traditional variety,2,3,Average,2,221,3,1,2,Motorised irrigation,308.58,224.22,8.88,2,Animal Drawn Equipment,1,2,Self-Consumption,1,Financial aid,6.66,116,0.042624,0.15,0.042560064,0.42560064
2,Itasy,2,0,2.32,1,1,3,1,Random transplanting,61,2,Local/traditional variety,2,3,Average,2,113,2,3,1,Gravity irrigation,250.56,18.56,23.2,2,Animal Drawn Equipment,1,3,Both,1,Financial aid,11.6,154,0.044544,0.17,0.044468275,0.444682752
4,Boeny,1,0,0.3,1,1,1,4,Direct row sowing,61,2,Local/traditional variety,2,3,Average,2,21,1,2,3,Rain water irrigation,16.8,3,2.7,1,Manual Equipment,2,1,Sale,2,Seed Donation,1.5,50,0.0576,0.11,0.05753664,0.5753664
3,Diana,2,0,3.81,1,1,2,1,Random transplanting,61,2,Local/traditional variety,2,2,Poor,3,172,2,4,1,Gravity irrigation,152.4,129.54,30.48,2,Animal Drawn Equipment,1,2,Self-Consumption,2,Seed Donation,15.24,82,0.429006,0.18,0.428233789,4.282337892
1,Bongolava,2,0,3.93,1,1,3,4,Direct row sowing,61,2,Local/traditional variety,2,5,Very Good,0,360,4,1,1,Gravity irrigation,522.69,290.82,11.79,2,Animal Drawn Equipment,1,2,Self-Consumption,5,Vulgarisation,19.65,106,0.442518,0.23,0.441500209,4.415002086
4,Boeny,1,0,0.12,1,1,1,4,Direct row sowing,61,2,Local/traditional variety,2,1,Very poor,3,8,1,2,3,Rain water irrigation,9.36,8.88,0.96,1,Manual Equipment,2,1,Sale,2,Seed Donation,0.6,41,0.02304,0.15,0.02300544,0.2300544
1,Bongolava,2,0,1.26,1,1,3,2,In-line transplanting,61,2,Local/traditional variety,2,4,Good,0,58,1,3,2,Motorised irrigation,26.46,100.8,6.3,2,Animal Drawn Equipment,1,3,Both,2,Seed Donation,5.04,106,0.024192,0.18,0.024148454,0.241484544
1,Bongolava,2,0,2.58,1,1,3,4,Direct row sowing,61,2,Local/traditional variety,2,5,Very Good,0,179,2,1,2,Motorised irrigation,178.02,252.84,12.9,2,Animal Drawn Equipment,1,3,Both,1,Financial aid,12.9,127,0.290508,0.17,0.290014136,2.900141364
2,Itasy,2,0,4.47,1,1,3,1,Random transplanting,61,2,Local/traditional variety,2,3,Average,2,178,2,4,2,Motorised irrigation,312.9,397.83,4.47,3,Motorized Equipment,1,2,Self-Consumption,3,Training,13.41,95,0.503322,0.17,0.502466353,5.024663526
4,Boeny,1,0,0.3,1,1,1,1,Random transplanting,61,2,Local/traditional variety,2,2,Poor,3,10,1,3,3,Rain water irrigation,41.1,25.5,3,1,Manual Equipment,2,1,Sale,1,Financial aid,1.2,44,0.0576,0.21,0.05747904,0.5747904
4,Boeny,1,0,0.6,1,1,1,2,In-line transplanting,61,2,Local/traditional variety,2,1,Very poor,2,29,1,3,3,Rain water irrigation,37.2,4.2,1.8,1,Manual Equipment,2,1,Sale,1,Financial aid,3,73,0.01152,0.13,0.011505024,0.11505024
2,Itasy,2,0,4.41,1,1,2,2,In-line transplanting,61,2,Local/traditional variety,2,2,Poor,2,162,2,3,1,Gravity irrigation,568.89,480.69,35.28,2,Animal Drawn Equipment,1,2,Self-Consumption,4,Support/Advice,22.05,99,0.496566,0.2,0.495572868,4.95572868
3,Diana,2,0,2.87,1,1,2,1,Random transplanting,61,2,Local/traditional variety,2,3,Average,2,101,2,3,2,Motorised irrigation,37.31,186.55,25.83,2,Animal Drawn Equipment,1,3,Both,5,Vulgarisation,8.61,161,0.323162,0.36,0.321998617,3.219986168
1,Bongolava,2,0,3.56,1,1,2,2,In-line transplanting,61,2,Local/traditional variety,2,3,Average,3,102,2,4,1,Gravity irrigation,156.64,377.36,28.48,2,Animal Drawn Equipment,1,2,Self-Consumption,4,Support/Advice,17.8,92,0.400856,0.17,0.400174545,4.001745448
5,Vatovavy,1,0,0.76,1,1,1,4,Direct row sowing,61,2,Local/traditional variety,2,1,Very poor,3,69,1,2,3,Rain water irrigation,35.72,8.36,5.32,1,Manual Equipment,2,1,Sale,2,Seed Donation,3.04,62,0.014592,0.2,0.014562816,0.14562816
1,Bongolava,2,0,2.64,1,1,2,1,Random transplanting,61,2,Local/traditional variety,2,2,Poor,3,153,2,4,2,Motorised irrigation,311.52,87.12,2.64,2,Animal Drawn Equipment,1,2,Self-Consumption,2,Seed Donation,13.2,108,0.297264,0.18,0.296728925,2.967289248
1,Bongolava,2,0,1.47,1,1,3,1,Random transplanting,61,2,Local/traditional variety,2,3,Average,3,87,1,4,1,Gravity irrigation,107.31,160.23,10.29,2,Animal Drawn Equipment,1,2,Self-Consumption,1,Financial aid,5.88,106,0.028224,0.22,0.028161907,0.281619072
3,Diana,2,0,3.27,1,1,2,3,Broadcast sowing,61,2,Local/traditional variety,2,1,Very poor,2,78,1,4,1,Gravity irrigation,120.99,291.03,9.81,2,Animal Drawn Equipment,1,2,Self-Consumption,5,Vulgarisation,9.81,99,0.368202,0.12,0.367760158,3.677601576
1,Bongolava,2,0,5.53,1,1,2,3,Broadcast sowing,61,2,Local/traditional variety,2,4,Good,0,203,3,3,2,Motorised irrigation,425.81,392.63,22.12,3,Motorized Equipment,1,2,Self-Consumption,2,Seed Donation,27.65,85,0.622678,0.17,0.621619447,6.216194474
2,Itasy,2,0,2.34,1,1,3,1,Random transplanting,61,2,Local/traditional variety,2,3,Average,3,85,1,3,2,Motorised irrigation,170.82,161.46,18.72,2,Animal Drawn Equipment,1,2,Self-Consumption,3,Training,7.02,153,0.044928,0.16,0.044856115,0.448561152
2,Itasy,2,0,1.56,1,1,3,2,In-line transplanting,61,2,Local/traditional variety,2,5,Very Good,0,32,1,4,1,Gravity irrigation,219.96,143.52,15.6,2,Animal Drawn Equipment,1,3,Both,1,Financial aid,6.24,80,0.029952,0.2,0.029892096,0.29892096
4,Boeny,1,0,0.36,1,1,1,4,Direct row sowing,61,2,Local/traditional variety,2,1,Very poor,2,22,1,1,3,Rain water irrigation,8.64,2.88,2.52,1,Manual Equipment,2,1,Sale,2,Seed Donation,1.8,52,0.06912,0.21,0.068974848,0.68974848
5,Vatovavy,1,0,0.31,1,1,1,2,In-line transplanting,61,2,Local/traditional variety,2,1,Very poor,3,9,1,3,3,Rain water irrigation,4.34,7.75,3.1,1,Manual Equipment,2,1,Sale,2,Seed Donation,1.55,85,0.05952,0.21,0.059395008,0.59395008
1,Bongolava,2,0,2.7,1,1,2,3,Broadcast sowing,61,2,Local/traditional variety,2,5,Very Good,0,82,1,3,2,Motorised irrigation,207.9,183.6,13.5,2,Animal Drawn Equipment,1,3,Both,3,Training,10.8,191,0.30402,0.19,0.303442362,3.03442362
1,Bongolava,2,0,3.79,1,1,3,3,Broadcast sowing,61,2,Local/traditional variety,2,2,Poor,3,115,2,3,2,Motorised irrigation,159.18,322.15,30.32,2,Animal Drawn Equipment,1,2,Self-Consumption,5,Vulgarisation,15.16,101,0.426754,0.18,0.425985843,4.259858428
